Series Name,Series Code,Country Name,Country Code,2016 [YR2016]
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,United Arab Emirates,ARE,19.4
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,United Kingdom,GBR,14.4
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,United States,USA,5.9
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Upper middle income,UMC,20.6373955737887
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Uruguay,URY,24.5
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Uzbekistan,UZB,23.7
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Vanuatu,VUT,31.5
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,"Venezuela, RB",VEN,27
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Vietnam,VNM,21.6
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Virgin Islands (U.S.),VIR,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,West Bank and Gaza,PSE,..
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,World,WLD,39.9
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,"Yemen, Rep.",YEM,79.9
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Zambia,ZMB,54.4
Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,Zimbabwe,ZWE,40.5
,,,,
,,,,
,,,,
Data from database: Health Nutrition and Population Statistics,,,,
Last Updated: 04/27/2022,,,,
